Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
39,767,1,2,1,41,1,2,3,8389,23025,0,0,13,4,4,1,18,0,3,3,1,1,0,0
42,1335,1,5,4,92,4,4,4,4904,23481,1,1,22,3,2,3,8,2,2,0,2,5,4,1
41,514,6,4,4,75,4,3,4,5390,24299,3,0,20,3,2,0,17,3,3,5,3,7,0,0
46,879,2,4,2,91,4,2,3,4341,21145,3,0,13,3,4,1,20,0,3,11,1,2,0,0
44,837,1,1,3,63,3,2,4,6535,23401,2,1,24,4,3,0,16,1,2,2,1,5,9,1
40,519,1,4,3,67,3,4,4,3505,11987,1,0,19,3,3,1,0,3,3,5,2,1,2,0
35,624,3,3,4,94,4,4,1,8077,11358,1,0,16,4,4,1,9,1,1,19,1,0,0,0
19,913,9,3,1,92,2,1,1,4330,8110,0,0,12,2,3,1,10,3,4,1,0,0,2,0
40,992,15,3,2,61,3,2,2,3984,20016,1,1,17,3,4,2,11,1,1,8,0,1,0,1
38,904,4,1,4,49,1,2,4,4968,23936,2,0,12,3,3,0,0,1,1,1,1,1,1,0
38,1030,3,4,1,57,4,1,2,3657,11177,0,0,16,3,3,1,5,2,3,2,0,1,2,0
23,1095,1,3,2,57,2,2,3,5792,18828,3,1,16,3,3,0,1,3,4,1,2,4,6,1
25,509,3,2,4,50,2,4,1,3756,20689,2,0,20,3,4,2,4,0,4,2,0,1,0,0
46,964,2,2,3,48,3,2,4,6212,23769,4,0,12,3,3,0,9,1,2,0,1,0,0,0
35,1463,4,2,2,90,4,3,3,9027,18996,1,0,22,2,3,2,6,3,2,1,0,0,0,0
42,1019,2,1,1,34,3,3,4,3430,24494,4,0,14,3,4,0,5,1,3,2,2,7,0,0
36,1177,1,3,1,77,2,2,4,4604,13859,2,0,16,3,3,0,10,5,4,5,5,3,8,0
36,811,1,4,2,42,1,1,1,6189,13948,1,1,21,3,3,0,8,1,3,5,3,1,8,0
45,1273,1,1,4,54,4,3,3,3952,17231,5,0,19,3,4,3,13,1,3,4,2,3,4,0
30,1272,1,1,3,34,4,4,1,6199,14519,5,0,14,3,3,0,8,5,2,1,3,3,3,0
36,1021,1,3,4,48,4,3,4,6487,8024,2,1,15,3,1,0,0,2,2,14,0,5,5,1
31,1476,21,4,4,83,3,1,3,8447,20440,2,0,14,3,3,0,3,1,3,2,0,0,0,0
31,625,2,3,3,91,4,1,1,3630,20779,3,0,18,3,4,0,9,2,2,1,0,1,0,1
32,516,3,3,2,45,3,1,1,3067,20698,3,0,14,3,3,0,8,1,2,4,0,0,1,0
38,1270,10,3,3,62,3,2,3,4214,13865,2,0,20,4,4,1,0,1,2,6,0,6,5,0
31,1307,27,2,4,62,3,3,4,3029,16878,3,0,18,3,3,0,17,3,3,0,2,8,1,0
48,620,4,1,4,91,3,1,4,6517,14119,2,1,12,3,4,1,14,3,1,1,0,3,2,1
27,765,8,4,1,83,4,4,4,2749,8272,0,0,14,3,3,0,7,3,3,8,8,1,0,0
34,517,1,3,4,65,3,2,3,15780,17561,2,0,13,3,1,1,10,1,4,3,5,1,3,0
31,793,1,3,3,76,3,3,1,9395,10103,4,0,15,3,3,1,3,2,1,2,10,1,6,0
50,1273,2,4,4,89,2,5,4,4945,9360,0,0,17,3,3,0,18,3,3,13,0,0,1,0
37,1017,5,3,2,30,1,1,1,7583,20843,4,0,17,3,3,0,28,2,4,0,5,1,2,0
46,848,5,2,3,58,3,4,4,2168,8161,0,0,21,3,2,0,6,0,3,4,4,0,1,0
21,871,1,3,4,93,2,1,3,17355,24303,2,0,12,1,3,0,21,1,2,2,6,9,4,0
38,501,1,2,3,81,2,2,1,3658,16759,0,1,24,3,3,1,5,1,1,0,2,1,1,1
44,799,5,2,3,67,3,4,4,4627,24711,1,1,15,3,3,1,7,1,3,1,4,5,1,1
36,1146,1,3,1,67,3,4,4,2000,8985,2,0,14,4,4,1,23,3,3,4,0,2,1,0
46,1474,4,4,2,54,4,2,4,6267,17920,1,0,20,3,4,0,11,1,2,0,0,0,0,0
30,1347,5,5,3,66,3,2,2,2826,13938,4,0,22,3,3,0,17,0,4,4,0,0,6,0
50,523,6,3,4,75,4,3,2,5171,22339,2,1,15,2,3,0,9,3,3,15,7,10,9,1
58,1398,7,2,2,59,4,4,3,3743,14140,0,0,21,3,3,1,0,2,2,7,0,2,1,0
32,1283,10,2,3,79,4,1,3,2867,12428,1,0,23,4,4,1,30,3,4,2,0,0,0,0
31,1280,3,4,4,90,3,3,4,3287,22578,4,0,21,3,4,0,10,2,2,0,7,0,3,0
50,957,6,3,2,40,3,2,2,5502,14369,6,0,10,3,3,2,13,2,3,3,0,2,1,0
51,898,4,3,3,61,4,2,4,2589,8286,1,1,22,3,1,0,6,2,2,2,6,0,0,1
30,802,1,4,4,58,2,2,3,3379,14634,3,0,21,4,2,3,18,5,3,17,4,0,0,0
31,565,1,4,4,78,2,2,4,6847,19126,2,1,20,3,3,0,17,0,2,22,0,2,6,0
33,728,1,4,3,47,3,5,3,18056,12324,0,0,21,3,3,2,0,2,3,2,0,2,4,0
22,746,2,1,4,74,1,2,3,6240,15343,4,0,24,3,3,0,13,2,2,0,2,1,5,0
26,984,4,4,2,91,4,5,4,3106,8964,3,0,16,3,3,2,19,2,3,12,15,5,1,0
25,1247,9,4,4,59,3,1,3,4090,17997,0,0,11,3,3,0,21,2,1,7,6,2,4,0
28,973,1,2,2,93,3,3,4,4993,20857,0,0,16,4,4,0,17,0,2,3,1,4,2,0
35,557,1,3,4,99,3,3,4,4126,15026,2,0,10,3,3,0,17,3,2,2,1,0,1,0
38,1457,16,3,2,37,3,3,4,7719,15143,3,0,14,3,2,3,7,1,1,2,1,0,5,0
51,1442,1,5,4,46,1,2,3,5479,9500,2,0,18,3,3,3,2,0,3,11,3,0,15,0
26,1285,3,1,4,96,3,2,1,7738,11432,2,0,14,3,3,0,9,3,4,1,1,0,6,0
45,1491,4,3,4,97,3,4,1,4199,10629,1,1,20,4,4,1,1,1,4,8,0,7,4,1
33,1044,3,2,2,36,3,4,2,9535,16188,3,0,22,3,3,1,6,1,4,0,4,6,4,1
35,1462,1,4,3,31,4,1,2,4522,16997,3,0,16,3,3,0,5,4,1,12,1,2,3,0
42,575,1,2,3,41,2,4,2,3024,24131,1,1,23,4,3,0,4,1,2,3,0,1,5,1
24,865,1,2,4,99,2,2,3,14598,9244,1,0,11,3,3,3,16,4,3,1,4,3,2,0
39,725,4,3,1,42,2,1,3,2000,18197,2,0,22,3,4,1,3,2,4,0,2,1,0,0
37,695,3,5,4,65,3,4,3,3396,16950,3,0,22,4,1,0,26,2,3,4,2,0,4,0
40,640,1,2,4,89,4,2,1,3592,16775,2,0,14,3,3,0,19,1,3,1,3,1,7,0
38,1122,5,2,2,31,4,3,1,17225,22843,2,0,14,3,2,0,21,2,2,4,2,1,1,0
60,1281,8,4,4,72,3,1,4,12129,11494,1,1,14,3,3,1,6,0,2,1,3,0,4,1
29,1078,1,3,3,49,3,1,3,10373,8693,4,1,22,3,3,0,13,1,3,0,6,0,0,0
30,646,3,5,3,90,3,2,3,4165,19428,1,0,22,3,2,1,3,6,3,3,2,0,8,0
29,1311,5,2,3,49,2,1,3,16532,13867,0,0,14,3,3,0,13,4,1,4,3,1,3,0
30,1135,1,3,3,78,2,3,4,5908,8299,3,0,18,2,4,0,0,2,4,3,2,0,2,0
29,888,1,2,4,77,4,1,3,8011,12273,0,0,12,3,3,0,20,0,4,3,2,2,4,0
47,1174,4,2,3,45,3,2,3,5376,13258,2,1,17,3,1,2,6,4,4,4,0,1,5,0
50,759,11,3,3,32,4,1,4,4794,18486,3,0,24,3,3,0,14,2,4,3,1,0,6,0
30,845,8,3,4,58,3,1,4,4333,10933,3,1,12,3,2,2,15,2,1,0,3,3,6,1
27,1417,4,4,4,50,3,3,3,4425,15021,3,1,24,3,2,0,7,1,4,1,1,1,0,0
40,790,6,3,1,86,2,1,3,6662,16202,1,0,22,2,3,1,5,3,3,0,1,0,0,0
30,969,2,3,4,86,2,3,2,5905,15807,2,1,24,3,2,0,11,3,4,5,4,4,5,1
42,1390,5,3,3,61,3,4,3,4838,24556,2,0,12,2,4,1,18,1,2,3,0,0,8,0
38,1207,3,5,2,72,3,3,4,10454,8773,0,1,13,3,2,2,10,2,3,2,3,3,1,0
20,562,1,2,2,72,2,3,3,2000,24166,0,1,10,2,4,0,16,1,1,8,2,1,0,1
51,647,6,2,3,87,2,1,4,6341,17892,2,0,20,3,4,0,18,0,1,1,1,0,1,0
53,507,4,3,4,59,1,1,3,7036,21527,2,0,19,3,4,1,10,4,4,4,1,1,1,0
29,1130,2,3,3,49,3,4,4,8720,15316,3,1,12,4,3,0,11,1,4,0,0,0,4,1
32,947,12,2,4,48,3,3,3,4757,15715,3,0,21,3,4,1,13,4,3,6,1,0,0,0
38,634,1,5,1,67,1,3,1,5453,22948,1,0,14,3,4,0,21,3,3,5,1,0,0,0
39,1457,1,2,3,61,2,3,3,8046,23230,2,0,12,4,2,1,9,1,3,8,1,0,6,0
42,1029,1,4,4,60,2,2,2,10358,12057,1,1,16,3,3,1,21,3,3,10,3,2,0,0
56,741,7,2,4,36,3,1,1,4229,11387,1,0,11,3,1,0,14,1,4,7,1,3,4,0
34,1000,6,3,2,80,1,3,4,5616,16435,0,0,13,4,3,1,6,0,3,9,4,3,1,0
28,1179,2,5,3,44,4,3,2,11376,23304,3,1,15,3,3,1,11,2,3,2,3,0,3,1
22,576,5,2,2,43,1,2,4,2000,13480,2,1,22,4,2,0,3,0,4,2,0,2,0,1
28,774,2,5,3,58,2,4,2,3480,19084,2,0,21,3,4,0,1,3,3,14,0,0,1,0
35,1306,7,3,4,45,4,2,2,10228,20038,0,1,16,4,1,1,16,2,3,12,0,1,1,1
53,959,3,5,4,70,3,1,4,8486,21237,3,0,20,3,4,0,18,2,4,3,8,4,5,0
30,1046,2,3,2,56,1,4,3,6381,17586,2,1,18,3,1,3,11,2,4,2,6,0,2,0
38,932,13,3,4,61,4,3,3,3927,14841,3,0,15,3,3,1,12,4,4,10,0,8,0,0
35,543,1,2,3,67,3,2,3,3162,24439,2,0,20,3,1,0,7,0,3,1,2,3,4,0
47,665,1,3,3,44,4,1,3,3656,18392,5,1,20,3,2,2,13,0,3,0,9,2,0,0
60,945,4,1,3,40,3,1,4,10657,20385,3,0,19,3,4,0,27,2,2,5,4,2,8,0
30,709,17,2,3,91,3,3,4,3589,13864,0,0,19,3,3,1,20,3,1,0,2,2,0,0
31,549,2,2,3,60,4,2,3,5170,19389,3,1,20,4,3,0,11,3,3,2,0,10,2,0
46,1343,1,3,3,58,2,4,4,3371,12382,2,0,15,3,4,2,10,1,2,8,0,2,0,0
42,1481,2,4,3,32,3,5,2,7490,12166,4,0,23,4,1,2,8,1,3,1,3,0,2,0
54,1293,3,2,2,64,3,3,3,3754,20150,2,0,12,3,4,1,0,0,4,13,4,1,2,0
41,1353,1,2,4,68,1,2,4,4680,16863,4,1,23,2,1,0,8,2,4,15,2,0,1,0
32,741,5,3,3,69,1,3,3,2118,19615,4,0,15,3,2,0,17,2,1,8,0,7,0,0
41,1460,30,2,2,79,2,2,4,2193,12580,2,0,11,3,2,0,4,4,3,21,8,4,6,0
47,696,3,1,4,42,3,1,4,4933,18178,2,0,19,3,4,0,9,3,4,3,5,1,4,0
44,1451,2,2,4,47,3,1,4,2533,15546,3,0,15,3,2,0,3,0,3,4,0,3,3,0
41,1494,2,5,4,86,3,2,4,14080,18148,2,1,22,3,4,1,18,2,4,9,0,4,2,0
46,1211,1,4,3,96,1,4,2,2000,12944,2,0,16,3,4,2,1,2,4,3,2,0,3,0
47,1481,10,3,2,39,3,1,2,3294,20162,3,0,20,3,3,0,16,1,3,2,1,1,0,0
49,1069,2,3,3,64,4,1,3,4955,21700,3,1,14,4,3,0,20,5,3,4,0,1,8,0
42,759,2,3,1,44,3,5,4,4094,12418,2,1,13,3,4,2,9,0,3,5,0,2,1,0
34,936,5,3,4,34,3,1,2,2829,13110,2,1,15,3,3,2,6,0,3,6,9,0,3,1
37,1093,2,3,2,52,4,3,1,3044,19239,2,0,19,4,2,1,15,3,3,5,5,2,2,0
48,573,5,3,2,40,4,2,3,2994,19824,4,0,19,3,3,0,24,2,4,6,0,1,3,0
27,1122,1,2,3,79,3,1,4,4258,19969,4,0,18,3,4,1,22,3,4,5,6,0,6,0
39,1481,8,1,3,67,4,4,4,13042,19605,3,0,24,4,4,2,11,3,2,3,3,0,1,0
32,690,14,3,4,40,3,1,3,5110,14677,2,0,20,3,2,0,4,1,4,0,1,0,4,0
36,1292,5,4,3,30,4,2,2,8879,14712,4,0,23,4,2,1,10,4,3,7,6,0,2,0
48,1407,15,3,2,86,2,1,3,6332,12331,2,1,11,3,4,1,0,4,4,0,2,1,0,1
37,1443,1,4,2,42,2,1,2,8577,10666,2,0,10,3,1,0,7,0,2,24,5,2,1,0
36,1460,3,5,3,72,1,1,1,2000,19773,6,1,14,2,4,2,15,3,2,8,1,0,5,1
22,1021,4,2,2,53,4,1,4,4220,9584,1,0,12,4,1,1,9,5,3,5,2,1,1,0
43,1477,4,3,3,70,3,1,4,9448,23942,0,0,17,4,4,1,7,2,3,16,1,1,1,0
42,1257,2,3,3,52,2,3,2,3692,22053,1,0,17,4,4,1,11,0,2,4,1,0,2,0
57,661,2,5,4,36,2,2,1,11863,22577,1,0,18,3,3,0,9,1,4,0,2,1,2,0
32,976,1,5,4,45,4,2,3,10321,23413,2,0,21,3,1,1,18,1,3,4,8,2,6,0
38,1218,2,3,4,43,4,2,3,3887,14946,0,0,24,2,3,2,1,3,4,1,2,0,0,0
38,747,1,2,4,59,3,4,2,3821,22393,5,0,23,4,3,3,16,1,3,2,0,0,2,0
51,1140,6,4,2,76,3,4,3,2960,10687,4,1,11,3,3,0,11,0,2,3,0,10,1,1
35,1166,1,2,2,48,3,3,2,3587,8367,3,0,15,3,3,0,15,2,3,7,5,2,1,0
38,662,1,4,3,30,3,4,4,2653,21343,2,0,13,3,2,3,0,2,4,3,1,1,7,0
42,1065,4,5,4,66,4,2,4,6090,9271,1,1,12,3,3,1,19,0,3,3,1,1,0,0
37,1271,4,3,4,72,2,2,3,2373,24804,2,1,18,3,4,3,16,2,1,1,4,3,0,1
31,998,10,3,4,97,3,2,3,6646,19471,3,0,18,3,3,0,25,3,4,3,8,3,3,0
37,512,4,3,1,71,3,3,4,6728,20808,4,0,13,3,3,0,5,0,2,1,4,0,0,0
46,509,2,3,4,62,3,2,4,2141,12178,1,0,20,4,3,0,7,1,3,1,0,1,3,0
25,857,8,3,3,70,3,2,2,10666,19455,0,0,20,3,4,2,0,2,3,7,1,2,5,0
37,1426,3,4,1,94,3,5,2,6353,8734,1,0,10,3,3,2,5,1,3,2,4,0,0,0
28,728,1,5,3,87,2,4,3,7149,22243,0,0,15,3,2,1,23,0,2,0,7,5,0,0
47,1134,4,5,1,52,3,2,1,3363,10883,2,0,23,4,1,0,14,1,4,2,15,1,0,0
20,722,11,2,3,46,2,3,3,6708,19855,2,0,17,3,4,0,6,1,4,5,2,0,0,0
30,821,2,4,3,48,2,1,3,8631,11816,0,0,15,3,4,1,13,2,3,8,5,4,0,0
39,1348,1,4,3,65,1,1,3,4678,9163,0,0,13,3,4,1,11,1,2,16,0,0,6,0
51,1228,1,2,3,82,4,2,3,13372,16185,0,0,13,3,1,1,0,5,2,6,1,0,4,0
35,595,1,1,4,65,3,2,3,5024,10877,0,0,11,4,3,0,0,3,2,2,1,2,0,0
30,928,2,2,4,34,3,1,4,8694,20400,2,0,22,4,4,1,20,1,3,1,11,0,6,0
54,529,4,5,3,80,3,3,2,5690,12038,3,0,11,3,3,0,17,2,3,0,0,2,0,0
21,980,1,3,4,86,3,2,4,6586,13822,2,0,14,3,2,1,0,3,1,4,1,0,3,0
18,1162,14,4,4,50,3,2,1,2130,17646,2,0,10,2,3,1,10,2,3,3,7,0,0,0
40,618,7,2,1,76,3,1,1,5916,12844,3,0,21,3,4,3,6,3,3,5,1,0,0,0
30,788,4,4,3,59,3,1,3,3403,14425,2,0,10,3,1,1,20,3,4,1,0,2,4,0
25,897,8,1,2,92,3,4,1,3218,21865,3,1,14,3,3,0,15,3,3,1,3,0,1,1
43,1419,1,3,1,89,3,2,1,11755,11046,3,0,18,3,3,0,3,2,3,1,4,1,2,0
38,1493,3,3,4,66,4,5,2,4416,9397,3,0,16,4,3,3,12,1,3,7,1,3,1,0
30,544,4,2,4,78,4,5,3,2976,13582,2,0,14,3,3,0,11,2,3,0,8,4,0,0
23,1261,8,4,2,91,2,2,4,4106,15214,0,0,14,3,3,0,11,0,3,4,0,2,4,0
44,871,7,2,4,64,2,1,2,2565,17225,4,0,21,2,2,3,7,2,3,0,7,1,5,0
42,892,1,3,4,51,3,4,4,10066,14331,1,0,24,3,2,1,12,2,3,3,4,1,0,0
35,1254,14,3,4,82,3,5,2,3470,21428,2,0,15,4,3,1,5,1,3,0,1,2,1,0
54,1418,1,3,2,45,1,3,3,6403,8668,3,0,10,3,1,0,2,2,4,0,4,4,2,0
25,1450,10,2,4,57,4,3,3,9682,15340,5,0,10,3,3,2,2,2,3,0,0,4,2,0
20,1077,17,1,3,90,2,3,4,3827,14498,1,0,21,3,3,0,3,2,3,2,0,5,2,0
29,857,1,5,3,80,4,2,4,6412,19008,2,1,18,3,2,0,15,4,4,2,7,3,3,0
35,1287,6,2,1,58,3,2,4,2936,24426,2,0,21,4,3,0,15,2,2,8,0,0,10,0
38,751,1,4,1,45,4,4,1,16695,16676,3,0,20,3,3,0,23,3,3,1,0,2,1,0
33,1064,2,5,4,54,2,3,4,7849,24776,3,1,23,4,2,3,10,1,4,0,1,3,2,0
39,858,3,2,3,49,2,1,1,4463,13138,1,0,23,4,3,1,17,3,3,4,0,4,3,0
23,1156,4,2,2,42,3,2,4,3339,8524,4,0,21,4,4,1,12,1,2,5,5,5,2,0
50,740,13,3,2,82,2,1,2,4642,10816,2,0,17,4,3,3,14,2,3,1,7,1,1,0
35,691,5,5,4,47,3,1,3,4146,14717,3,1,14,1,3,0,18,0,2,4,1,2,2,0
47,1418,3,5,1,61,3,4,1,13049,13377,1,0,17,4,1,0,16,2,3,7,1,0,3,0
39,601,8,3,4,57,2,1,1,2663,9649,3,0,17,3,1,1,12,2,2,2,2,1,2,0
40,1005,15,4,1,98,2,1,4,5257,15355,1,0,19,2,1,1,7,0,3,3,0,1,0,0
41,720,1,2,2,57,4,2,4,4869,13747,1,0,12,2,4,1,14,2,3,0,1,6,2,0
40,538,20,5,3,35,2,2,3,4634,10084,1,0,19,3,3,0,22,0,3,0,0,4,6,0
42,536,1,5,3,36,1,2,4,4654,13033,4,0,16,3,2,1,13,2,3,19,1,3,6,0
49,675,8,2,3,71,3,1,4,4637,23069,2,0,19,3,4,0,8,5,2,1,2,0,4,0
37,1366,1,2,3,71,4,1,2,7604,13134,0,0,13,2,2,0,18,1,3,1,7,1,3,0
43,782,1,2,4,59,3,1,1,6664,20137,1,0,16,3,2,0,0,2,3,18,4,2,0,0
35,1450,2,2,3,60,2,2,1,6059,18404,4,0,13,3,3,0,9,3,2,6,3,0,1,0
50,1081,5,4,1,33,3,1,3,2000,15262,1,0,23,4,3,0,4,2,4,4,1,0,0,0
29,936,2,3,3,66,4,5,2,5709,12063,1,0,17,3,3,0,11,1,3,6,6,4,5,0
54,1080,1,1,4,65,4,2,1,2147,14273,3,0,13,3,3,3,21,1,2,6,8,0,1,0
35,1016,4,3,3,40,3,1,2,6789,18065,0,0,10,3,3,3,17,1,1,7,8,0,4,0
21,1258,11,5,1,37,3,3,2,10272,13962,1,0,20,3,4,1,0,0,1,0,0,1,5,1
37,782,2,3,4,38,3,2,4,3092,11653,1,0,13,3,4,3,7,3,3,2,2,5,6,0
29,853,1,3,3,37,1,3,2,4311,9979,2,0,24,3,4,3,0,0,2,1,3,3,4,1
44,1394,2,2,3,72,3,1,3,3642,22956,2,1,18,3,4,0,20,1,1,0,1,7,2,1
29,1446,1,5,1,43,3,2,3,9115,15485,1,1,14,3,3,1,7,0,3,2,14,2,2,0
31,1392,8,4,2,47,4,3,3,5153,18628,2,0,19,3,3,3,12,2,4,4,1,1,1,0
18,919,8,2,3,42,2,4,1,11662,16336,1,0,14,4,3,1,12,2,3,0,0,5,0,0
31,1280,4,1,2,97,1,1,3,6044,22833,2,0,22,3,4,0,13,1,4,1,1,1,0,0
18,976,2,1,3,89,3,2,1,5548,17297,2,0,14,4,3,1,0,2,2,5,1,0,0,0
20,997,8,2,3,46,3,2,3,5085,16173,4,0,24,3,2,0,14,1,1,4,7,1,8,0
43,704,4,3,2,52,4,4,2,7398,23718,1,1,19,1,4,0,7,4,1,10,1,3,0,1
43,1091,8,5,4,44,2,4,3,2061,20234,4,0,22,4,4,0,18,1,4,7,1,4,3,0
40,686,4,3,4,64,2,1,4,5129,9896,3,0,11,4,4,0,13,1,3,16,2,0,0,0
26,831,7,4,4,31,3,1,3,4745,11020,3,0,15,3,2,0,17,3,3,4,0,1,11,0
35,1355,4,3,1,76,3,2,3,7063,21381,1,0,21,3,2,2,6,3,3,5,4,4,1,0
35,707,2,4,1,66,4,1,3,4474,22209,3,0,19,3,3,0,2,4,3,9,4,0,1,0
24,571,15,4,3,92,3,2,4,2923,17268,2,0,12,3,3,0,19,2,3,9,1,3,1,0
51,569,3,2,2,41,4,1,2,4932,17425,2,0,15,2,2,0,16,1,3,6,9,1,5,0
44,1440,4,3,4,86,3,3,4,2860,18742,1,0,13,4,3,1,13,2,4,3,2,0,0,0
33,1006,1,3,2,85,4,5,4,2000,15464,1,0,19,4,2,3,13,4,3,1,3,1,5,0
36,909,4,1,3,38,3,5,3,7069,19563,0,1,15,3,2,0,15,0,3,10,7,1,3,0
38,1310,4,3,3,57,4,2,2,6565,9844,3,0,14,4,4,0,1,1,3,7,3,2,0,0
18,1335,1,3,3,41,2,2,3,6207,24341,3,0,13,3,4,1,20,1,4,9,1,5,0,0
33,832,1,5,2,47,3,4,1,9428,20752,3,1,16,3,1,1,10,2,2,0,0,1,4,1
29,1193,4,3,3,48,2,1,1,3524,18729,1,0,12,3,3,0,10,2,2,1,3,3,0,1
25,1271,7,4,2,68,3,3,1,2402,13377,1,0,24,3,1,0,8,4,4,2,10,2,6,0
33,1154,3,3,4,58,3,2,2,4745,10736,1,0,12,4,1,1,0,2,3,9,1,0,0,0
53,651,1,4,1,96,2,1,3,4130,14958,6,1,23,4,4,0,16,1,4,11,1,1,2,0
42,1375,5,3,4,38,4,2,4,3225,19246,3,0,16,3,4,3,4,1,3,1,2,2,3,0
30,1039,1,4,4,98,2,1,2,4722,18773,1,0,15,3,4,0,12,2,3,5,3,0,3,0
41,782,2,3,2,46,4,3,4,3619,14504,4,0,13,4,3,0,5,1,1,0,0,1,1,0
49,925,1,3,4,84,4,1,4,2000,18425,1,0,19,4,4,2,9,5,3,2,6,9,6,0
45,537,1,3,1,53,1,2,4,3941,21833,1,1,20,3,2,2,8,2,3,3,6,2,4,0
36,627,1,3,4,40,3,1,4,2784,8446,2,0,17,3,2,0,5,2,3,7,2,0,2,0
29,1265,2,2,3,90,2,4,3,5518,15660,0,0,10,4,2,3,10,1,2,11,0,0,2,0
42,500,1,1,3,51,1,2,1,3540,20895,2,0,23,3,4,1,8,3,4,2,3,0,2,0
39,916,2,1,3,76,3,2,3,8568,17284,0,0,24,3,2,0,3,1,3,3,0,1,8,0
44,1022,3,4,1,69,4,2,3,10959,19075,1,0,16,4,2,1,21,2,2,5,2,0,6,0
42,554,3,2,4,63,1,2,4,6902,16783,3,0,19,3,3,0,5,0,4,1,0,0,0,0
46,1473,2,2,1,64,3,1,4,2263,24861,3,0,16,4,1,0,16,0,3,21,2,0,0,0
30,726,9,4,4,81,3,3,3,10431,8928,2,0,14,3,1,0,17,4,3,10,1,1,11,0
49,804,1,3,3,36,4,1,3,10806,16347,1,1,11,1,2,1,19,0,4,1,5,0,0,0
37,803,3,3,4,76,1,1,2,4961,9554,0,0,16,3,1,2,7,0,1,3,4,0,9,0
56,730,1,2,2,92,3,3,1,9522,10716,2,1,22,3,4,0,10,1,1,1,15,0,3,1
29,501,1,5,3,34,3,1,3,3729,14511,1,0,10,3,3,0,10,2,3,3,0,0,0,0
53,1229,4,4,3,39,3,2,3,2000,10644,2,0,18,3,2,1,16,3,2,5,0,0,1,0
37,1466,4,4,4,80,4,2,4,3360,24382,4,0,23,3,2,1,10,1,4,0,1,1,1,0
29,724,10,3,1,60,4,2,3,11668,24095,1,0,13,4,4,2,15,2,4,10,0,1,5,0
31,1163,4,4,2,58,1,3,4,2331,13713,4,0,12,3,3,0,9,4,3,4,0,0,1,0
32,1241,16,2,2,39,3,3,3,4913,18875,0,0,21,3,4,1,20,2,4,22,2,3,1,0
40,1348,1,1,4,65,3,3,4,4999,17073,1,0,13,3,3,0,11,1,1,0,2,1,7,0
41,922,1,1,2,38,3,3,2,3802,21864,0,0,12,3,2,2,10,1,3,8,0,0,0,0
30,802,1,3,3,63,3,1,4,3937,18666,1,0,15,3,4,0,14,1,4,7,1,0,2,0
35,825,1,3,2,83,3,2,4,5095,8004,1,0,15,3,3,0,25,2,4,0,2,7,2,0
57,1212,3,3,4,48,3,2,2,3710,20973,5,0,23,4,2,1,7,2,3,2,0,7,0,0
53,1316,5,1,4,63,4,2,2,2413,20696,1,0,19,3,3,2,20,1,2,10,6,0,0,1
40,681,1,3,3,99,1,5,4,5472,16665,1,0,16,3,3,1,5,0,2,3,0,0,1,0
36,870,14,4,3,78,4,3,1,8405,23349,0,0,18,3,2,3,12,2,3,2,0,1,0,0
37,1401,9,3,2,88,3,1,3,7591,23443,3,1,24,3,4,0,5,2,3,11,0,1,1,0
42,1306,1,4,1,59,3,1,3,3278,16906,2,0,11,3,4,1,9,2,1,0,0,1,2,0
25,1484,1,2,2,83,4,1,4,2629,18335,2,0,13,4,2,1,6,2,3,3,6,1,3,0
33,1254,1,4,4,32,3,1,4,4263,24940,2,0,24,3,3,1,17,2,4,5,0,0,2,0
19,893,1,3,3,38,3,1,3,10763,13079,3,0,24,3,4,2,8,1,3,4,3,0,1,0
39,1090,1,2,4,44,3,2,3,6787,13518,1,0,12,3,2,2,16,1,2,1,1,1,0,0
42,1161,3,2,3,58,3,4,4,6988,11107,1,0,12,4,3,1,7,3,4,4,3,5,0,0
31,578,1,3,4,89,4,3,4,7668,23229,1,0,16,3,4,1,11,1,2,6,7,0,1,0
51,1044,2,4,3,54,4,1,4,6065,20656,3,0,10,3,3,3,23,2,4,4,5,2,7,0
23,1209,22,3,3,75,2,2,3,5220,9795,4,0,19,3,4,0,6,2,2,5,0,1,0,0
21,667,5,2,2,79,2,2,2,6844,24690,3,1,11,3,4,2,6,2,3,1,5,0,1,1
38,1280,14,4,3,71,3,3,3,3740,20426,0,1,10,2,4,3,10,5,3,8,1,3,3,0
46,1083,1,3,3,55,1,4,4,2423,22458,3,1,17,2,3,1,11,0,3,2,1,1,3,0
52,1452,2,3,4,70,3,4,1,7055,8818,3,0,24,4,4,2,16,2,3,21,3,1,10,0
31,542,4,3,4,53,2,2,2,9125,16584,0,1,16,3,1,0,12,4,2,0,8,1,0,1
46,765,1,2,3,35,3,3,1,2809,19876,3,0,15,3,3,0,13,1,3,2,0,0,0,0
35,1101,1,3,1,99,1,1,3,7412,17230,4,0,24,3,1,1,2,2,3,0,4,1,1,0
